"Sample","Sex","ID","MortYear","GMU","Location","Region"
"CluIDFG21G_0428","F","C136070",2018,"15","15","clearwater"
"CluIDFG21G_0429","M","C136069",2018,"15","15","clearwater"
"CluIDFG21G_0430","F","C136067",2018,"10A","10A",NA
"CluIDFG21G_0431","M","C136013",2018,"20","20","clearwater"
"CluIDFG21G_0432","M","C135702",2018,"34","34","southwest"
"CluIDFG21G_0433","M","C134667",2018,"34","34","southwest"
"CluIDFG21G_0434","M","C134589",2018,"44","44","magic_valley"
"CluIDFG21G_0435","M","C134144",2018,"44","44","magic_valley"
"CluIDFG21G_0436","M","C137631",2018,"35","35","southwest"
"CluIDFG21G_0437","M","C137626",2018,"39","39","southwest"
"CluIDFG21G_0438","M","C137622",2018,"4","4","panhandle"
"CluIDFG21G_0439","F","C137616",2018,"34","34","southwest"
"CluIDFG21G_0440","M","C137615",2018,"34","34","southwest"
"CluIDFG21G_0441","M","C136608",2018,"14","14","clearwater"
"CluIDFG21G_0442","M","C127298",2018,"27","27","salmon"
"CluIDFG21G_0443","M","C126735",2018,"6","6","panhandle"
"CluIDFG21G_0444","F","C125115",2018,"24","24","southwest"
"CluIDFG21G_0445","F","C125484",2018,"20","20","clearwater"
"CluIDFG21G_0446","M","C125483",2018,"20","20","clearwater"
"CluIDFG21G_0447","F","C125114",2018,"24","24","southwest"
"CluIDFG21G_0448","M","C124459",2018,"32","32","southwest"
"CluIDFG21G_0449","M","C123343",2018,"21A","21A",NA
"CluIDFG21G_0450","F","C123220",2018,"20","20","clearwater"
"CluIDFG21G_0451","F","C122600",2018,"43","43","magic_valley"
"CluIDFG21G_0452","M","C122347",2018,"20A","20A",NA
"CluIDFG21G_0453","F","C122006",2018,"44","44","magic_valley"
"CluIDFG21G_0454","F","C122002",2018,"36","36","salmon"
"CluIDFG21G_0455","M","C122001",2018,"48","48","magic_valley"
"CluIDFG21G_0456","F","C119921",2018,"33","33","southwest"
"CluIDFG21G_0457","M","C119698",2018,"43","43","magic_valley"
"CluIDFG21G_0458","F","C119697",2018,"43","43","magic_valley"
"CluIDFG21G_0459","M","C118550",2018,"43","43","magic_valley"
"CluIDFG21G_0460","M","C123222",2018,"19","19","clearwater"
"CluIDFG21G_0461","M","C123221",2018,"19","19","clearwater"
"CluIDFG21G_0462","M","C108895",2018,"35","35","southwest"
"CluIDFG21G_0463","F","C108871",2018,"14","14","clearwater"
"CluIDFG21G_0464","M","C108865",2018,"35","35","southwest"
"CluIDFG21G_0465","M","C108668",2018,"24","24","southwest"
"CluIDFG21G_0466","M","C108666",2018,"24","24","southwest"
"CluIDFG21G_0467","F","C107947",2018,"14","14","clearwater"
"CluIDFG21G_0468","M","C107377",2018,"27","27","salmon"
"CluIDFG21G_0469","M","C107376",2018,"25","25","southwest"
"CluIDFG21G_0470","M","C107372",2018,"23","23","southwest"
"CluIDFG21G_0471","M","C107370",2018,"19A","19A",NA
"CluIDFG21G_0472","F","C101519",2019,"27","27","salmon"
"CluIDFG21G_0473","M","C101522",2019,"26","26","southwest"
"CluIDFG21G_0474","F","C122509",2019,"48","48","magic_valley"
"CluIDFG21G_0475","M","C127479",2019,"36A","36A",NA
"CluIDFG21G_0476","M","C128638",2019,"10A","10A",NA
"CluIDFG21G_0477","M","C139160",2019,"33","33","southwest"
"CluIDFG21G_0478","F","C031415",2020,"35","35","southwest"
"CluIDFG21G_0479","F","C073507",2019,"64","64","upper_snake"
"CluIDFG21G_0480","F","C073509",2019,"64","64","upper_snake"
"CluIDFG21G_0481","M","C087563",2019,"51","51","upper_snake"
"CluIDFG21G_0482","M","C087564",2019,"50","50","upper_snake"
"CluIDFG21G_0483","F","C104185",2020,"51","51","upper_snake"
"CluIDFG21G_0484","M","C104186",2020,"51","51","upper_snake"
"CluIDFG21G_0485","M","C104187",2020,"50","50","upper_snake"
"CluIDFG21G_0486","F","C104188",2020,"50","50","upper_snake"
"CluIDFG21G_0487","F","C105227",2019,"7","7","panhandle"
"CluIDFG21G_0488","M","C105234",2019,"9","9","panhandle"
"CluIDFG21G_0489","M","C105235",2019,"9","9","panhandle"
"CluIDFG21G_0490","F","C106339",2019,"43","43","magic_valley"
"CluIDFG21G_0491","M","C107384",2020,"20A","20A",NA
"CluIDFG21G_0492","M","C107386",2020,"25","25","southwest"
"CluIDFG21G_0493","M","C108671",2020,"22","22","southwest"
"CluIDFG21G_0494","F","C108670",2019,"24","24","southwest"
"CluIDFG21G_0495","F","C109341",2019,"10A","10A",NA
"CluIDFG21G_0496","F","C109342",2019,"10A","10A",NA
"CluIDFG21G_0497","F","C111883",2020,"23","23","southwest"
"CluIDFG21G_0498","M","C111884",2020,"23","23","southwest"
"CluIDFG21G_0499","F","C112814",2019,"10A","10A",NA
"CluIDFG21G_0500","F","C112879",2019,"6","6","panhandle"
"CluIDFG21G_0501","F","C113249",2020,"1","1","panhandle"
"CluIDFG21G_0502","M","C113250",2020,"1","1","panhandle"
"CluIDFG21G_0503","F","C115114",2019,"9","9","panhandle"
"CluIDFG21G_0504","F","C115115",2019,"9","9","panhandle"
"CluIDFG21G_0505","F","C115499",2019,"44","44","magic_valley"
"CluIDFG21G_0506","F","C115500",2019,"44","44","magic_valley"
"CluIDFG21G_0507","M","C116330",2019,"1","1","panhandle"
"CluIDFG21G_0508","F","C116331",2020,"1","1","panhandle"
"CluIDFG21G_0509","M","C116332",2020,"1","1","panhandle"
"CluIDFG21G_0510","F","C116333",2020,"1","1","panhandle"
"CluIDFG21G_0511","M","C116334",2020,"1","1","panhandle"
"CluIDFG21G_0512","M","C116370",2019,"1","1","panhandle"
"CluIDFG21G_0513","M","C116371",2019,"1","1","panhandle"
"CluIDFG21G_0514","M","C116372",2019,"1","1","panhandle"
"CluIDFG21G_0515","F","C116374",2019,"1","1","panhandle"
"CluIDFG21G_0516","M","C116375",2019,"1","1","panhandle"
"CluIDFG21G_0517","F","C117573",2019,"10A","10A",NA
"CluIDFG21G_0518","F","C117574",2019,"10A","10A",NA
"CluIDFG21G_0519","F","C117813",2019,"45","45","magic_valley"
"CluIDFG21G_0520","F","C117814",2020,"39","39","southwest"
"CluIDFG21G_0521","M","C119215",2019,"15","15","clearwater"
"CluIDFG21G_0522","F","C119216",2019,"15","15","clearwater"
"CluIDFG21G_0523","M","C119217",2019,"15","15","clearwater"
"CluIDFG21G_0524","M","C119218",2019,"12","12","clearwater"
"CluIDFG21G_0525","F","C119219",2019,"12","12","clearwater"
"CluIDFG21G_0526","F","C119220",2019,"12","12","clearwater"
"CluIDFG21G_0527","F","C119221",2019,"12","12","clearwater"
"CluIDFG21G_0528","M","C119222",2019,"15","15","clearwater"
"CluIDFG21G_0529","M","C119223",2020,"15","15","clearwater"
"CluIDFG21G_0530","F","C119224",2020,"15","15","clearwater"
"CluIDFG21G_0531","M","C119225",2020,"15","15","clearwater"
"CluIDFG21G_0532","F","C120216",2019,"65","65","upper_snake"
"CluIDFG21G_0533","F","C122123",2019,"49","49","magic_valley"
"CluIDFG21G_0534","F","C122149",2019,"43","43","magic_valley"
"CluIDFG21G_0535","M","C122176",2019,"43","43","magic_valley"
"CluIDFG21G_0536","F","C122179",2019,"44","44","magic_valley"
"CluIDFG21G_0537","F","C122180",2019,"44","44","magic_valley"
"CluIDFG21G_0538","F","C122696",2019,"49","49","magic_valley"
"CluIDFG21G_0539","M","C122903",2019,"49","49","magic_valley"
"CluIDFG21G_0540","F","C124629",2020,"4A","4A",NA
"CluIDFG21G_0541","F","C124630",2020,"4","4","panhandle"
"CluIDFG21G_0542","F","C124652",2020,"1","1","panhandle"
"CluIDFG21G_0543","F","C124923",2019,"5","5","panhandle"
"CluIDFG21G_0544","M","C125487",2019,"21A","21A",NA
"CluIDFG21G_0545","M","C125488",2019,"21A","21A",NA
"CluIDFG21G_0546","F","C127005",2020,"36","36","salmon"
"CluIDFG21G_0547","M","C127157",2019,"28","28","salmon"
"CluIDFG21G_0548","F","C127158",2019,"28","28","salmon"
"CluIDFG21G_0549","F","C127160",2019,"36A","36A",NA
"CluIDFG21G_0550","F","C127180",2020,"36","36","salmon"
"CluIDFG21G_0551","F","C127394",2020,"21","21","salmon"
"CluIDFG21G_0552","F","C127396",2020,"27","27","salmon"
"CluIDFG21G_0553","M","C127397",2020,"27","27","salmon"
"CluIDFG21G_0554","M","C127464",2020,"21A","21A",NA
"CluIDFG21G_0555","F","C127465",2020,"21","21","salmon"
"CluIDFG21G_0556","F","C127660",2019,"17","17","clearwater"
"CluIDFG21G_0557","M","C127676",2019,"27","27","salmon"
"CluIDFG21G_0558","F","C127696",2019,"17","17","clearwater"
"CluIDFG21G_0559","M","C127697",2019,"17","17","clearwater"
"CluIDFG21G_0560","F","C127699",2019,"17","17","clearwater"
"CluIDFG21G_0561","M","C127700",2019,"17","17","clearwater"
"CluIDFG21G_0562","F","C127701",2019,"29","29","salmon"
"CluIDFG21G_0563","M","C127706",2019,"17","17","clearwater"
"CluIDFG21G_0564","M","C127707",2019,"17","17","clearwater"
"CluIDFG21G_0565","M","C127714",2019,"21","21","salmon"
"CluIDFG21G_0566","F","C127718",2019,"21","21","salmon"
"CluIDFG21G_0567","F","C127721",2019,"29","29","salmon"
"CluIDFG21G_0568","F","C127722",2019,"28","28","salmon"
"CluIDFG21G_0569","F","C127729",2019,"37","37","salmon"
"CluIDFG21G_0570","M","C127735",2019,"36","36","salmon"
"CluIDFG21G_0571","M","C127742",2019,"51","51","upper_snake"
"CluIDFG21G_0572","M","C127745",2019,"30A","30A",NA
"CluIDFG21G_0573","M","C127748",2019,"17","17","clearwater"
"CluIDFG21G_0574","F","C127749",2019,"17","17","clearwater"
"CluIDFG21G_0575","M","C127750",2019,"21","21","salmon"
"CluIDFG21G_0576","F","C127754",2020,"36A","36A",NA
"CluIDFG21G_0577","M","C127755",2020,"36A","36A",NA
"CluIDFG21G_0578","F","C127776",2019,"29","29","salmon"
"CluIDFG21G_0579","F","C127779",2019,"28","28","salmon"
"CluIDFG21G_0580","M","C127782",2020,"36","36","salmon"
"CluIDFG21G_0581","F","C127783",2020,"29","29","salmon"
"CluIDFG21G_0582","M","C127787",2020,"21","21","salmon"
"CluIDFG21G_0583","M","C127794",2020,"26","26","southwest"
"CluIDFG21G_0584","F","C127801",2020,"27","27","salmon"
"CluIDFG21G_0585","F","C127829",2020,"27","27","salmon"
"CluIDFG21G_0586","F","C129200",2019,"65","65","upper_snake"
"CluIDFG21G_0587","M","C130186",2019,"10","10","clearwater"
"CluIDFG21G_0588","F","C130352",2019,"44","44","magic_valley"
"CluIDFG21G_0589","M","C130353",2019,"44","44","magic_valley"
"CluIDFG21G_0590","M","C130356",2019,"44","44","magic_valley"
"CluIDFG21G_0591","F","C130428",2020,"49","49","magic_valley"
"CluIDFG21G_0592","M","C130429",2020,"49","49","magic_valley"
"CluIDFG21G_0593","F","C130927",2020,"12","12","clearwater"
"CluIDFG21G_0594","F","C130929",2020,"12","12","clearwater"
"CluIDFG21G_0595","F","C130930",2020,"12","12","clearwater"
"CluIDFG21G_0596","M","C131314",2019,"10A","10A",NA
"CluIDFG21G_0597","F","C131315",2019,"10A","10A",NA
"CluIDFG21G_0598","F","C131316",2019,"10A","10A",NA
"CluIDFG21G_0599","M","C131317",2019,"10A","10A",NA
"CluIDFG21G_0600","M","C131318",2019,"10A","10A",NA
"CluIDFG21G_0601","M","C131319",2019,"10A","10A",NA
"CluIDFG21G_0602","F","C131320",2019,"10A","10A",NA
"CluIDFG21G_0603","F","C131321",2019,"10A","10A",NA
"CluIDFG21G_0604","F","C131692",2019,"20","20","clearwater"
"CluIDFG21G_0605","M","C131693",2019,"15","15","clearwater"
"CluIDFG21G_0606","M","C131695",2019,"14","14","clearwater"
"CluIDFG21G_0607","M","C131696",2019,"14","14","clearwater"
"CluIDFG21G_0608","M","C131792",2019,"14","14","clearwater"
"CluIDFG21G_0609","F","C131793",2019,"14","14","clearwater"
"CluIDFG21G_0610","M","C132707",2019,"43","43","magic_valley"
"CluIDFG21G_0611","F","C132712",2019,"34","34","southwest"
"CluIDFG21G_0612","M","C132717",2019,"25","25","southwest"
"CluIDFG21G_0613","F","C132730",2019,"50","50","upper_snake"
"CluIDFG21G_0614","F","C132732",2019,"25","25","southwest"
"CluIDFG21G_0615","F","C132733",2019,"25","25","southwest"
"CluIDFG21G_0616","M","C132740",2019,"27","27","salmon"
"CluIDFG21G_0617","M","C132744",2019,"20","20","clearwater"
"CluIDFG21G_0618","F","C132747",2019,"39","39","southwest"
"CluIDFG21G_0619","M","C132753",2019,"35","35","southwest"
"CluIDFG21G_0620","M","C132757",2019,"36","36","salmon"
"CluIDFG21G_0621","M","C132766",2019,"39","39","southwest"
"CluIDFG21G_0622","M","C132767",2019,"20A","20A",NA
"CluIDFG21G_0623","M","C132785",2019,"43","43","magic_valley"
"CluIDFG21G_0624","F","C132786",2019,"20A","20A",NA
"CluIDFG21G_0625","M","C132787",2019,"27","27","salmon"
"CluIDFG21G_0626","M","C132793",2019,"32A","32A",NA
"CluIDFG21G_0627","F","C132808",2019,"23","23","southwest"
"CluIDFG21G_0628","F","C132831",2019,"39","39","southwest"
"CluIDFG21G_0629","M","C132832",2019,"39","39","southwest"
"CluIDFG21G_0630","M","C132833",2019,"39","39","southwest"
"CluIDFG21G_0631","F","C132917",2019,"23","23","southwest"
"CluIDFG21G_0632","M","C133106",2019,"15","15","clearwater"
"CluIDFG21G_0633","M","C133107",2019,"15","15","clearwater"
"CluIDFG21G_0634","M","C133108",2019,"15","15","clearwater"
"CluIDFG21G_0635","F","C133109",2019,"23","23","southwest"
"CluIDFG21G_0636","F","C133110",2019,"23","23","southwest"
"CluIDFG21G_0637","M","C133111",2019,"23","23","southwest"
"CluIDFG21G_0638","F","C133112",2019,"23","23","southwest"
"CluIDFG21G_0639","M","C133114",2019,"23","23","southwest"
"CluIDFG21G_0640","M","C133321",2019,"7","7","panhandle"
"CluIDFG21G_0641","M","C133322",2019,"7","7","panhandle"
"CluIDFG21G_0642","M","C133324",2019,"9","9","panhandle"
"CluIDFG21G_0643","M","C133325",2019,"7","7","panhandle"
"CluIDFG21G_0644","F","C133945",2019,"65","65","upper_snake"
"CluIDFG21G_0645","M","C134006",2019,"65","65","upper_snake"
"CluIDFG21G_0646","M","C134008",2019,"62","62","upper_snake"
"CluIDFG21G_0647","M","C134009",2019,"65","65","upper_snake"
"CluIDFG21G_0648","M","C134011",2019,"62","62","upper_snake"
"CluIDFG21G_0649","M","C134607",2019,"28","28","salmon"
"CluIDFG21G_0650","M","C134617",2020,"27","27","salmon"
"CluIDFG21G_0651","M","C134618",2020,"27","27","salmon"
"CluIDFG21G_0652","M","C134619",2020,"27","27","salmon"
"CluIDFG21G_0653","M","C134620",2019,"27","27","salmon"
"CluIDFG21G_0654","M","C134621",2020,"27","27","salmon"
"CluIDFG21G_0655","F","C134692",2020,"25","25","southwest"
"CluIDFG21G_0656","F","C134694",2020,"25","25","southwest"
"CluIDFG21G_0657","M","C135219",2019,"27","27","salmon"
"CluIDFG21G_0658","F","C136205",2019,"10A","10A",NA
"CluIDFG21G_0659","M","C136206",2019,"10","10","clearwater"
"CluIDFG21G_0660","F","C136209",2019,"10A","10A",NA
"CluIDFG21G_0661","M","C136210",2019,"10A","10A",NA
"CluIDFG21G_0662","F","C136211",2019,"10A","10A",NA
"CluIDFG21G_0663","M","C136212",2019,"12","12","clearwater"
"CluIDFG21G_0664","M","C136665",2019,"15","15","clearwater"
"CluIDFG21G_0665","M","C136669",2019,"15","15","clearwater"
"CluIDFG21G_0666","F","C136701",2019,"12","12","clearwater"
"CluIDFG21G_0667","M","C136702",2019,"15","15","clearwater"
"CluIDFG21G_0668","M","C136703",2019,"14","14","clearwater"
"CluIDFG21G_0669","F","C136705",2019,"15","15","clearwater"
"CluIDFG21G_0670","M","C136706",2019,"15","15","clearwater"
"CluIDFG21G_0671","F","C136708",2020,"15","15","clearwater"
"CluIDFG21G_0672","M","C136958",2019,"1","1","panhandle"
"CluIDFG21G_0673","F","C137351",2019,"10","10","clearwater"
"CluIDFG21G_0674","M","C137366",2019,"4","4","panhandle"
"CluIDFG21G_0675","F","C137369",2019,"4","4","panhandle"
"CluIDFG21G_0676","M","C137374",2019,"1","1","panhandle"
"CluIDFG21G_0677","F","C137527",2019,"1","1","panhandle"
"CluIDFG21G_0678","F","C137758",2020,"33","33","southwest"
"CluIDFG21G_0679","F","C137807",2019,"1","1","panhandle"
"CluIDFG21G_0680","F","C137812",2019,"1","1","panhandle"
"CluIDFG21G_0681","F","C137813",2019,"1","1","panhandle"
"CluIDFG21G_0682","M","C137814",2019,"1","1","panhandle"
"CluIDFG21G_0683","F","C137982",2019,"1","1","panhandle"
"CluIDFG21G_0684","F","C137983",2019,"4","4","panhandle"
"CluIDFG21G_0685","M","C137984",2019,"4","4","panhandle"
"CluIDFG21G_0686","M","C137985",2019,"4","4","panhandle"
"CluIDFG21G_0687","M","C137987",2019,"4","4","panhandle"
"CluIDFG21G_0688","F","C137988",2019,"4","4","panhandle"
"CluIDFG21G_0689","M","C137989",2019,"4","4","panhandle"
"CluIDFG21G_0690","M","C137990",2019,"4","4","panhandle"
"CluIDFG21G_0691","M","C137991",2019,"1","1","panhandle"
"CluIDFG21G_0692","M","C137992",2019,"4","4","panhandle"
"CluIDFG21G_0693","M","C137993",2019,"4","4","panhandle"
"CluIDFG21G_0694","M","C137994",2019,"4","4","panhandle"
"CluIDFG21G_0695","F","C137995",2019,"4","4","panhandle"
"CluIDFG21G_0696","F","C137996",2019,"4","4","panhandle"
"CluIDFG21G_0697","F","C137997",2019,"4","4","panhandle"
"CluIDFG21G_0698","M","C137998",2019,"1","1","panhandle"
"CluIDFG21G_0699","M","C138000",2019,"1","1","panhandle"
"CluIDFG21G_0700","M","C138103",2019,"10A","10A",NA
"CluIDFG21G_0701","M","C138104",2019,"10","10","clearwater"
"CluIDFG21G_0702","F","C138105",2019,"6","6","panhandle"
"CluIDFG21G_0703","M","C138106",2019,"6","6","panhandle"
"CluIDFG21G_0704","M","C138107",2019,"6","6","panhandle"
"CluIDFG21G_0705","M","C138108",2019,"6","6","panhandle"
"CluIDFG21G_0706","M","C138109",2019,"6","6","panhandle"
"CluIDFG21G_0707","F","C138110",2019,"10A","10A",NA
"CluIDFG21G_0708","M","C138111",2019,"5","5","panhandle"
"CluIDFG21G_0709","M","C138112",2019,"5","5","panhandle"
"CluIDFG21G_0710","F","C138113",2019,"10A","10A",NA
"CluIDFG21G_0711","M","C138115",2019,"6","6","panhandle"
"CluIDFG21G_0712","F","C138116",2019,"10A","10A",NA
"CluIDFG21G_0713","M","C138119",2019,"10A","10A",NA
"CluIDFG21G_0714","M","C138124",2019,"6","6","panhandle"
"CluIDFG21G_0715","M","C138125",2019,"6","6","panhandle"
"CluIDFG21G_0716","M","C138279",2019,"7","7","panhandle"
"CluIDFG21G_0717","F","C138280",2019,"7","7","panhandle"
"CluIDFG21G_0718","M","C138281",2019,"7","7","panhandle"
"CluIDFG21G_0719","F","C138282",2019,"7","7","panhandle"
"CluIDFG21G_0720","F","C138283",2019,"1","1","panhandle"
"CluIDFG21G_0721","F","C138298",2019,"6","6","panhandle"
"CluIDFG21G_0722","F","C138804",2019,"10A","10A",NA
"CluIDFG21G_0723","M","C138805",2019,"10A","10A",NA
"CluIDFG21G_0724","F","C138806",2019,"10A","10A",NA
"CluIDFG21G_0725","F","C138807",2019,"10A","10A",NA
"CluIDFG21G_0726","F","C138808",2019,"10A","10A",NA
"CluIDFG21G_0727","F","C138818",2019,"10A","10A",NA
"CluIDFG21G_0728","M","C138819",2019,"10A","10A",NA
"CluIDFG21G_0729","M","C138820",2019,"10A","10A",NA
"CluIDFG21G_0730","F","C138821",2019,"10A","10A",NA
"CluIDFG21G_0731","M","C138822",2019,"10A","10A",NA
"CluIDFG21G_0732","M","C138824",2019,"10A","10A",NA
"CluIDFG21G_0733","M","C138906",2019,"15","15","clearwater"
"CluIDFG21G_0734","F","C139444",2019,"24","24","southwest"
"CluIDFG21G_0735","F","C139477",2019,"23","23","southwest"
"CluIDFG21G_0736","M","C139479",2019,"36","36","salmon"
"CluIDFG21G_0737","M","C139503",2019,"45","45","magic_valley"
"CluIDFG21G_0738","M","C139652",2020,"31","31","southwest"
"CluIDFG21G_0739","M","C139686",2019,"33","33","southwest"
"CluIDFG21G_0740","F","C139687",2019,"33","33","southwest"
"CluIDFG21G_0741","M","C139689",2019,"22","22","southwest"
"CluIDFG21G_0742","M","C139693",2020,"24","24","southwest"
"CluIDFG21G_0743","M","C139695",2020,"50","50","upper_snake"
"CluIDFG21G_0744","M","C139696",2020,"36A","36A",NA
"CluIDFG21G_0745","F","C139698",2020,"39","39","southwest"
"CluIDFG21G_0746","F","C140127",2019,"7","7","panhandle"
"CluIDFG21G_0747","M","C140163",2019,"4","4","panhandle"
"CluIDFG21G_0748","F","C140164",2019,"4","4","panhandle"
"CluIDFG21G_0749","F","C140165",2019,"4","4","panhandle"
"CluIDFG21G_0750","M","C140172",2019,"43","43","magic_valley"
"CluIDFG21G_0751","M","C140190",2019,"4","4","panhandle"
"CluIDFG21G_0752","M","C140194",2019,"9","9","panhandle"
"CluIDFG21G_0753","M","C140200",2019,"4","4","panhandle"
"CluIDFG21G_0754","F","C140397",2019,"9","9","panhandle"
"CluIDFG21G_0755","M","C140499",2019,"4","4","panhandle"
"CluIDFG21G_0756","F","C140643",2019,"23","23","southwest"
"CluIDFG21G_0757","M","C140645",2019,"14","14","clearwater"
"CluIDFG21G_0758","F","C140649",2019,"27","27","salmon"
"CluIDFG21G_0759","M","C140665",2019,"19A","19A",NA
"CluIDFG21G_0760","M","C140668",2019,"26","26","southwest"
"CluIDFG21G_0761","F","C140669",2019,"20A","20A",NA
"CluIDFG21G_0762","F","C140675",2019,"15","15","clearwater"
"CluIDFG21G_0763","M","C140676",2019,"15","15","clearwater"
"CluIDFG21G_0764","F","C140680",2019,"15","15","clearwater"
"CluIDFG21G_0765","F","C140685",2020,"22","22","southwest"
"CluIDFG21G_0766","F","C140687",2020,"19A","19A",NA
"CluIDFG21G_0767","M","C140689",2020,"25","25","southwest"
"CluIDFG21G_0768","F","C140691",2020,"19A","19A",NA
"CluIDFG21G_0769","F","C140692",2020,"22","22","southwest"
"CluIDFG21G_0770","F","C140693",2020,"25","25","southwest"
"CluIDFG21G_0771","F","C140694",2020,"19A","19A",NA
"CluIDFG21G_0772","M","C141151",2019,"10A","10A",NA
"CluIDFG21G_0773","F","C141329",2019,"19A","19A",NA
"CluIDFG21G_0774","F","C141335",2019,"16A","16A",NA
"CluIDFG21G_0775","M","C141362",2019,"10","10","clearwater"
"CluIDFG21G_0776","F","C141363",2019,"10","10","clearwater"
"CluIDFG21G_0777","F","C141369",2019,"8A","8A",NA
"CluIDFG21G_0778","M","C141443",2019,"14","14","clearwater"
"CluIDFG21G_0779","F","C141449",2019,"10A","10A",NA
"CluIDFG21G_0780","F","C141479",2019,"8A","8A",NA
"CluIDFG21G_0781","M","C141483",2019,"8A","8A",NA
"CluIDFG21G_0782","M","C141484",2019,"16A","16A",NA
"CluIDFG21G_0783","M","C141485",2019,"16A","16A",NA
"CluIDFG21G_0784","F","C141493",2019,"8A","8A",NA
"CluIDFG21G_0785","F","C141494",2019,"8A","8A",NA
"CluIDFG21G_0786","M","C141498",2019,"8A","8A",NA
"CluIDFG21G_0787","F","C141499",2019,"13","13","clearwater"
"CluIDFG21G_0788","M","C141508",2019,"12","12","clearwater"
"CluIDFG21G_0789","M","C141517",2019,"10A","10A",NA
"CluIDFG21G_0790","F","C141518",2019,"12","12","clearwater"
"CluIDFG21G_0791","F","C141520",2019,"10A","10A",NA
"CluIDFG21G_0792","M","C141521",2020,"8A","8A",NA
"CluIDFG21G_0793","M","C141526",2019,"12","12","clearwater"
"CluIDFG21G_0794","F","C141527",2019,"12","12","clearwater"
"CluIDFG21G_0795","F","C141528",2019,"12","12","clearwater"
"CluIDFG21G_0796","M","C141529",2019,"10A","10A",NA
"CluIDFG21G_0797","M","C141530",2019,"10A","10A",NA
"CluIDFG21G_0798","M","C141531",2019,"10A","10A",NA
"CluIDFG21G_0799","F","C141532",2019,"10A","10A",NA
"CluIDFG21G_0800","F","C141533",2019,"10A","10A",NA
"CluIDFG21G_0801","M","C141534",2019,"10A","10A",NA
"CluIDFG21G_0802","M","C141535",2019,"10A","10A",NA
"CluIDFG21G_0803","F","C141536",2019,"10A","10A",NA
"CluIDFG21G_0804","F","C141538",2019,"12","12","clearwater"
"CluIDFG21G_0805","M","C141551",2019,"10A","10A",NA
"CluIDFG21G_0806","F","C141552",2019,"12","12","clearwater"
"CluIDFG21G_0807","Male","C141554",2019,"10A","10A",NA
"CluIDFG21G_0808","F","C141562",2020,"10","10","clearwater"
"CluIDFG21G_0809","F","C141657",2020,"8A","8A",NA
"CluIDFG21G_0810","M","C141661",2020,"1","1","panhandle"
"CluIDFG21G_0811","M","C141662",2020,"1","1","panhandle"
"CluIDFG21G_0812","M","C141663",2020,"10A","10A",NA
"CluIDFG21G_0813","M","C141665",2020,"10A","10A",NA
"CluIDFG21G_0814","M","C141670",2020,"10A","10A",NA
"CluIDFG21G_0815","F","C141671",2020,"10A","10A",NA
"CluIDFG21G_0816","M","C141813",2020,"17","17","clearwater"
"CluIDFG21G_0817","M","C142137",2020,"62A","62A",NA
"CluIDFG21G_0818","M","C142138",2020,"50","50","upper_snake"
"CluIDFG21G_0819","F","C142139",2020,"62A","62A",NA
"CluIDFG21G_0820","M","C142140",2020,"62A","62A",NA
"CluIDFG21G_0821","F","C142180",2020,"64","64","upper_snake"
"CluIDFG21G_0822","M","C142187",2020,"62A","62A",NA
"CluIDFG21G_0823","M","C142188",2020,"62A","62A",NA
"CluIDFG21G_0824","F","C142189",2020,"62A","62A",NA
"CluIDFG21G_0825","F","C142190",2020,"62","62","upper_snake"
"CluIDFG21G_0826","M","C142230",2020,"1","1","panhandle"
"CluIDFG21G_0827","M","C142231",2020,"1","1","panhandle"
"CluIDFG21G_0828","F","C142232",2020,"1","1","panhandle"
"CluIDFG21G_0829","M","C142233",2020,"1","1","panhandle"
"CluIDFG21G_0830","F","C142234",2020,"1","1","panhandle"
"CluIDFG21G_0831","F","C142235",2020,"1","1","panhandle"
"CluIDFG21G_0832","F","C142236",2020,"1","1","panhandle"
"CluIDFG21G_0833","M","C142237",2020,"1","1","panhandle"
"CluIDFG21G_0834","M","C142238",2020,"1","1","panhandle"
"CluIDFG21G_0835","F","C142239",2020,"1","1","panhandle"
"CluIDFG21G_0836","M","C142240",2020,"1","1","panhandle"
"CluIDFG21G_0837","M","C142253",2019,"62","62","upper_snake"
"CluIDFG21G_0838","M","C142256",2019,"59A","59A",NA
"CluIDFG21G_0839","M","C142508",2020,"62A","62A",NA
"CluIDFG21G_0840","F","C142530",2019,"58","58","upper_snake"
"CluIDFG21G_0841","M","C142539",2019,"27","27","salmon"
"CluIDFG21G_0842","M","C142543",2019,"51","51","upper_snake"
"CluIDFG21G_0843","F","C142599",2019,"59","59","upper_snake"
"CluIDFG21G_0844","F","C142702",2019,"6","6","panhandle"
"CluIDFG21G_0845","M","C142718",2019,"4A","4A",NA
"CluIDFG21G_0846","M","C142722",2019,"6","6","panhandle"
"CluIDFG21G_0847","F","C142729",2019,"5","5","panhandle"
"CluIDFG21G_0848","F","C142735",2019,"4","4","panhandle"
"CluIDFG21G_0849","M","C142736",2019,"4","4","panhandle"
"CluIDFG21G_0850","F","C142737",2019,"7","7","panhandle"
"CluIDFG21G_0851","M","C142741",2020,"4","4","panhandle"
"CluIDFG21G_0852","F","C142742",2020,"4","4","panhandle"
"CluIDFG21G_0853","F","C142743",2020,"6","6","panhandle"
"CluIDFG21G_0854","M","C142744",2020,"4","4","panhandle"
